truth,detected,tp,fp,fn,precision,recall,f1,truth_lt_1kb,recall_lt_1kb,truth_1_5kb,recall_1_5kb,truth_5_50kb,recall_5_50kb,truth_ge_50kb,recall_ge_50kb,replicate,profile,tool,truth_file,calls_file,overlap_threshold
2000,1995,1982,13,18,0.993483709273183,0.991,0.9922403003754694,1139,0.9894644424934153,724,0.994475138121547,72,0.9861111111111112,65,0.9846153846153848,rep1,builtin_HeLa_HiFi_2k,CircleSeeker,rep1_subset_truth.bed,raw_outputs_not_in_repository/rep1/builtin/rep1_builtin_v112_eccDNA_summary.csv,0.9
2000,1998,1987,11,13,0.9944944944944945,0.9935,0.9939969984992496,1139,0.99297629499561,724,0.9958563535911602,72,1.0,65,0.9692307692307692,rep1,synthetic_q39,CircleSeeker,rep1_subset_truth.bed,raw_outputs_not_in_repository/rep1/synthetic_q39/rep1_synthetic_q39_v112_eccDNA_summary.csv,0.9
2000,1978,1973,5,27,0.9974721941354904,0.9865,0.991955756661639,1154,0.9913344887348352,724,0.988950276243094,72,0.9444444444444444,50,0.9,rep2,builtin_HeLa_HiFi_2k,CircleSeeker,rep2_subset_truth.bed,raw_outputs_not_in_repository/rep2/builtin/rep2_builtin_v112_eccDNA_summary.csv,0.9
2000,1991,1979,12,21,0.9939728779507784,0.9895,0.9917313956401904,1154,0.9948006932409011,724,0.9861878453038674,72,0.9583333333333334,50,0.96,rep2,synthetic_q39,CircleSeeker,rep2_subset_truth.bed,raw_outputs_not_in_repository/rep2/synthetic_q39/rep2_synthetic_q39_v112_eccDNA_summary.csv,0.9
2000,1991,1977,14,23,0.9929683576092416,0.9885,0.990729140566274,1151,0.9895742832319722,722,0.997229916897507,66,0.9242424242424242,61,0.9344262295081968,rep3,builtin_HeLa_HiFi_2k,CircleSeeker,rep3_subset_truth.bed,raw_outputs_not_in_repository/rep3/builtin/rep3_builtin_v112_eccDNA_summary.csv,0.9
2000,1997,1979,18,21,0.9909864797195792,0.9895,0.9902426820115086,1151,0.9921807124239792,722,0.994459833795014,66,0.9393939393939394,61,0.9344262295081968,rep3,synthetic_q39,CircleSeeker,rep3_subset_truth.bed,raw_outputs_not_in_repository/rep3/synthetic_q39/rep3_synthetic_q39_v112_eccDNA_summary.csv,0.9
